,enrollee_id,relevent_experience,experience,last_new_job,target
780,24054,Has relevent experience,5,1,1
781,15241,Has relevent experience,9,2,0
782,14204,Has relevent experience,4,1,0
783,18130,No relevent experience,3,2,0
784,28603,Has relevent experience,10,4,0
785,23984,Has relevent experience,4,2,0
786,26129,Has relevent experience,18,1,1
787,16438,No relevent experience,12,2,0
788,18892,Has relevent experience,15,2,0
789,3498,Has relevent experience,20,5,0
790,32720,Has relevent experience,20,3,1
791,4828,No relevent experience,6,5,1
792,29201,Has relevent experience,7,5,0
793,33126,Has relevent experience,20,5,0
794,11950,Has relevent experience,2,1,0
795,24127,Has relevent experience,20,5,0
797,23157,No relevent experience,4,1,0
798,18791,Has relevent experience,3,1,1
799,2181,Has relevent experience,10,1,0
800,23931,No relevent experience,10,0,0
801,16466,Has relevent experience,13,1,0
802,33358,Has relevent experience,7,1,1
803,17268,Has relevent experience,4,1,0
804,31935,Has relevent experience,7,1,0
805,24091,Has relevent experience,13,5,1
806,6060,Has relevent experience,20,5,0
807,9337,Has relevent experience,5,1,0
808,15998,Has relevent experience,17,0,0
809,21129,No relevent experience,8,1,0
810,3223,Has relevent experience,20,0,0
811,28211,Has relevent experience,10,3,0
812,18999,No relevent experience,2,1,0
813,21176,Has relevent experience,16,2,0
814,32958,Has relevent experience,20,1,0
815,23835,No relevent experience,3,2,0
816,25327,Has relevent experience,15,0,0
817,27678,Has relevent experience,3,2,0
818,23741,Has relevent experience,2,2,1
819,28820,Has relevent experience,4,1,1
820,17500,Has relevent experience,5,1,0
821,14295,Has relevent experience,9,2,0
822,32617,Has relevent experience,4,0,0
823,893,Has relevent experience,20,5,0
824,17725,Has relevent experience,8,1,0
825,28991,Has relevent experience,7,1,1
826,10175,Has relevent experience,20,4,0
827,1783,Has relevent experience,7,1,0
828,14496,Has relevent experience,20,5,0
829,9147,Has relevent experience,11,2,0
830,17370,No relevent experience,2,1,1
831,22997,Has relevent experience,10,3,0
832,31011,No relevent experience,9,5,0
833,20828,Has relevent experience,3,1,0
834,2991,Has relevent experience,10,0,0
835,30340,Has relevent experience,6,1,0
836,7160,No relevent experience,4,1,1
837,9448,Has relevent experience,14,5,0
838,12062,No relevent experience,20,1,1
839,18498,Has relevent experience,7,1,0
840,9485,Has relevent experience,20,3,0
841,25817,Has relevent experience,6,1,0
842,25834,No relevent experience,1,0,0
843,22816,No relevent experience,20,5,0
844,27753,Has relevent experience,16,0,0
845,15597,Has relevent experience,9,5,0
846,23247,Has relevent experience,4,4,0
848,9598,Has relevent experience,6,1,1
849,19454,Has relevent experience,4,1,1
850,14642,No relevent experience,20,3,0
851,3438,Has relevent experience,15,2,1
852,12474,No relevent experience,15,4,0
853,10669,No relevent experience,0,0,1
854,23609,Has relevent experience,10,3,0
855,32614,No relevent experience,3,5,0
856,4568,No relevent experience,2,1,0
857,12469,Has relevent experience,7,2,0
858,13864,Has relevent experience,15,1,0
859,365,Has relevent experience,10,1,0
860,6525,No relevent experience,5,0,0
861,26682,Has relevent experience,20,1,0
862,19560,No relevent experience,3,1,1
863,33255,Has relevent experience,2,1,1
864,32882,No relevent experience,5,0,0
865,21225,Has relevent experience,9,1,0
866,18441,Has relevent experience,20,5,1
867,33049,Has relevent experience,9,1,0
868,7710,Has relevent experience,17,5,0
869,11323,No relevent experience,7,4,0
870,32733,No relevent experience,6,0,1
871,25690,Has relevent experience,10,1,1
872,12503,No relevent experience,4,0,0
873,12310,No relevent experience,2,1,0
874,15250,Has relevent experience,4,1,0
875,13277,Has relevent experience,20,5,0
876,30041,No relevent experience,1,1,1
877,22238,Has relevent experience,16,5,0
878,9180,Has relevent experience,7,1,0
879,2015,Has relevent experience,17,1,1
880,3758,Has relevent experience,4,1,0
881,31014,Has relevent experience,12,4,0
882,2311,No relevent experience,2,0,0
883,16796,Has relevent experience,16,1,0
884,26094,No relevent experience,8,0,0
885,13138,Has relevent experience,20,1,0
886,32165,Has relevent experience,20,3,0
887,13547,Has relevent experience,4,1,0
888,10756,Has relevent experience,8,1,0
889,13583,No relevent experience,15,2,0
890,23623,Has relevent experience,20,5,0
892,16787,Has relevent experience,12,5,0
893,5775,Has relevent experience,3,2,0
894,20785,No relevent experience,3,1,0
895,28699,Has relevent experience,4,1,0
896,24337,No relevent experience,14,0,0
897,22966,Has relevent experience,8,5,0
898,3133,Has relevent experience,5,1,0
899,32482,Has relevent experience,6,1,0
901,10209,Has relevent experience,9,2,0
903,28490,Has relevent experience,20,1,0
904,8093,Has relevent experience,16,1,0
905,7452,No relevent experience,6,0,0
906,17465,No relevent experience,7,1,1
907,30817,No relevent experience,4,1,0
908,23295,Has relevent experience,12,1,0
910,5989,No relevent experience,3,1,1
911,11542,Has relevent experience,6,4,0
912,30339,Has relevent experience,20,0,0
913,11696,Has relevent experience,15,1,0
914,6449,Has relevent experience,20,0,0
915,18824,No relevent experience,20,0,0
916,23056,Has relevent experience,11,4,0
917,299,Has relevent experience,20,5,0
918,26304,Has relevent experience,5,1,0
919,31586,Has relevent experience,11,1,0
920,28453,Has relevent experience,10,1,0
921,18859,No relevent experience,3,0,0
922,23001,Has relevent experience,9,1,0
923,16784,Has relevent experience,5,1,0
924,22595,Has relevent experience,4,1,0
925,730,Has relevent experience,5,1,0
926,12757,Has relevent experience,20,2,1
927,32758,Has relevent experience,13,3,0
929,23328,No relevent experience,3,1,1
930,28336,Has relevent experience,20,5,0
931,6304,Has relevent experience,19,5,0
932,32427,Has relevent experience,9,1,0
933,31368,Has relevent experience,10,1,0
934,13273,No relevent experience,0,1,1
935,31023,Has relevent experience,4,1,0
936,16948,No relevent experience,2,0,0
937,1161,No relevent experience,6,2,0
938,27629,Has relevent experience,10,5,1
939,21443,Has relevent experience,4,2,1
940,13383,Has relevent experience,20,2,0
941,10293,No relevent experience,9,2,1
942,11265,Has relevent experience,20,2,0
943,1973,Has relevent experience,4,1,0
944,14800,Has relevent experience,9,2,0
945,32820,No relevent experience,9,1,1
946,30794,Has relevent experience,16,4,0
947,32341,No relevent experience,5,0,1
948,9499,Has relevent experience,4,3,0
949,23511,No relevent experience,5,3,0
950,20167,No relevent experience,20,0,0
951,16791,Has relevent experience,14,5,1
952,22494,Has relevent experience,4,1,1
953,31405,Has relevent experience,8,3,1
954,29916,No relevent experience,5,5,1
955,12101,No relevent experience,4,0,0
956,12770,Has relevent experience,20,0,0
957,22723,Has relevent experience,7,1,0
958,6025,Has relevent experience,4,1,0
959,21276,Has relevent experience,20,4,0
960,1943,Has relevent experience,3,1,1
961,26974,Has relevent experience,6,3,0
962,30205,Has relevent experience,9,1,0
963,10668,No relevent experience,3,1,0
964,7515,No relevent experience,9,1,0
965,27419,Has relevent experience,15,0,0
966,1102,Has relevent experience,20,1,0
967,23981,No relevent experience,20,5,0
968,6277,No relevent experience,9,5,0
969,13345,No relevent experience,20,5,0
970,23325,No relevent experience,4,0,1
971,31769,No relevent experience,8,2,0
972,18478,No relevent experience,4,0,0
973,20302,Has relevent experience,11,2,1
974,16067,Has relevent experience,10,2,0
975,6426,Has relevent experience,20,5,0
976,1343,Has relevent experience,4,0,0
978,13173,Has relevent experience,9,5,0
979,12256,Has relevent experience,13,1,1
980,7612,No relevent experience,4,2,0
981,28866,Has relevent experience,17,2,0
982,33128,Has relevent experience,20,5,0
983,20747,Has relevent experience,8,0,0
984,10240,Has relevent experience,15,1,0
985,15160,Has relevent experience,20,1,0
986,12284,Has relevent experience,18,1,0
987,25888,No relevent experience,6,0,1
988,1427,Has relevent experience,10,5,0
989,22403,Has relevent experience,5,4,1
990,21667,Has relevent experience,5,1,1
991,25916,Has relevent experience,6,2,0
992,12121,No relevent experience,3,0,0
993,28320,Has relevent experience,8,3,1
995,28500,Has relevent experience,0,1,0
996,10371,No relevent experience,7,4,0
997,10028,Has relevent experience,15,1,0
998,29671,No relevent experience,9,1,0
999,4482,Has relevent experience,20,1,0
1000,23392,Has relevent experience,8,0,1
1001,5879,Has relevent experience,13,4,0
1002,8861,No relevent experience,2,1,0
1003,21196,Has relevent experience,4,2,0
1004,10724,Has relevent experience,11,1,0
1005,12657,Has relevent experience,14,2,0
1006,2150,Has relevent experience,20,1,0
1007,24763,Has relevent experience,3,1,1
1008,21813,Has relevent experience,5,1,0
1009,6480,Has relevent experience,15,1,0
1010,29174,Has relevent experience,20,1,0
1011,8007,No relevent experience,2,2,0
1012,8388,No relevent experience,0,0,0
1013,32631,Has relevent experience,20,5,1
1014,10116,Has relevent experience,10,1,0
1015,1708,Has relevent experience,5,2,1
1016,13487,Has relevent experience,6,1,0
1017,24199,No relevent experience,20,2,0
1018,14341,Has relevent experience,6,1,0
1019,16990,Has relevent experience,20,5,1
1020,24834,Has relevent experience,6,2,0
1021,16105,Has relevent experience,19,1,1
1022,10758,No relevent experience,12,0,0
1023,17702,No relevent experience,9,5,1
1024,3144,No relevent experience,20,5,0
1025,20359,Has relevent experience,3,1,0
1026,30558,Has relevent experience,7,2,1
1027,32546,No relevent experience,1,0,0
1028,20555,Has relevent experience,20,2,0
1029,12190,Has relevent experience,4,1,0
1030,30511,Has relevent experience,20,2,0
1031,16333,No relevent experience,19,5,1
1033,14171,No relevent experience,3,1,1
1034,10933,Has relevent experience,15,1,0
1035,14379,Has relevent experience,20,5,0
1036,11388,No relevent experience,7,0,1
1037,28042,No relevent experience,5,1,0
1038,23013,No relevent experience,3,0,1
1039,30970,Has relevent experience,5,2,0
1040,9052,Has relevent experience,15,5,0
1041,5832,Has relevent experience,2,2,1
1042,26270,Has relevent experience,4,3,1
1043,29151,Has relevent experience,9,5,0
1044,7545,Has relevent experience,17,3,0
1045,28589,Has relevent experience,11,2,0
1046,1709,Has relevent experience,12,1,0
1048,10205,Has relevent experience,15,2,0
1049,17483,No relevent experience,5,1,1
1050,5710,Has relevent experience,13,2,0
1051,30916,Has relevent experience,5,5,0
1052,2832,Has relevent experience,10,4,0
1053,25810,Has relevent experience,16,2,0
1054,33068,Has relevent experience,2,1,0
1055,16735,Has relevent experience,20,2,1
1056,9930,Has relevent experience,16,2,0
1057,24345,No relevent experience,1,1,1
1058,700,Has relevent experience,18,5,0
1059,29600,Has relevent experience,9,1,0
1060,19438,No relevent experience,6,0,0
1061,19266,Has relevent experience,4,1,0
1062,18670,Has relevent experience,12,1,0
1063,12660,Has relevent experience,5,1,0
1064,12129,No relevent experience,2,0,0
1065,13955,Has relevent experience,8,2,0
1066,18667,Has relevent experience,2,1,0
1067,33153,Has relevent experience,4,1,0
1068,14151,Has relevent experience,4,1,1
1069,4046,Has relevent experience,20,5,0
1070,25432,No relevent experience,6,1,1
1071,5978,No relevent experience,4,0,0
1072,32799,Has relevent experience,20,1,0
1073,273,No relevent experience,5,0,0
1074,10238,Has relevent experience,5,1,0
1075,264,No relevent experience,8,1,0
1076,17510,No relevent experience,8,0,0
1077,24901,No relevent experience,3,0,0
1078,33318,Has relevent experience,5,5,1
1079,12800,Has relevent experience,16,1,1
1080,17237,No relevent experience,19,5,1
1081,13992,Has relevent experience,12,4,0
1082,15125,Has relevent experience,19,5,1
1083,15213,Has relevent experience,13,1,1
1084,889,Has relevent experience,17,1,1
1085,28843,No relevent experience,11,4,0
1086,25273,Has relevent experience,14,1,1
1087,29598,Has relevent experience,2,1,1
1088,21642,Has relevent experience,8,5,0
1089,25912,Has relevent experience,3,1,1
1090,29086,No relevent experience,5,1,0
1092,25285,Has relevent experience,0,1,1
1093,5180,Has relevent experience,4,1,1
1094,19649,No relevent experience,7,0,1
1095,31008,No relevent experience,9,0,0
1096,9412,No relevent experience,5,1,0
1097,4133,Has relevent experience,20,0,0
1098,5875,Has relevent experience,5,0,0
1099,4536,Has relevent experience,10,4,0
1100,27046,Has relevent experience,3,1,0
1101,16041,No relevent experience,4,0,0
1102,19718,Has relevent experience,17,1,0
1103,4118,Has relevent experience,20,1,0
1104,3867,Has relevent experience,9,1,0
1105,27539,Has relevent experience,14,5,0
1106,7765,No relevent experience,2,0,1
1107,32605,Has relevent experience,17,3,0
1108,20048,Has relevent experience,4,1,0
1109,29460,Has relevent experience,20,1,1
1110,15004,Has relevent experience,20,2,0
1111,18404,Has relevent experience,10,3,0
1112,4318,Has relevent experience,7,1,0
1113,674,Has relevent experience,20,5,0
1114,32802,Has relevent experience,20,5,0
1115,11248,Has relevent experience,14,4,1
1116,13649,No relevent experience,4,1,1
1117,17132,No relevent experience,4,1,1
1118,8836,Has relevent experience,5,1,0
1119,1101,No relevent experience,4,2,0
1120,8606,Has relevent experience,12,1,0
1121,14793,Has relevent experience,20,3,0
1122,10938,No relevent experience,14,1,1
1123,31862,Has relevent experience,20,4,0
1124,33330,Has relevent experience,11,1,0
1125,28774,Has relevent experience,16,2,0
1126,31370,Has relevent experience,20,4,0
1127,31628,No relevent experience,0,5,1
1128,11275,No relevent experience,6,1,0
1129,1866,Has relevent experience,3,1,1
1130,23958,Has relevent experience,5,1,0
1131,17281,Has relevent experience,5,2,1
1132,7739,Has relevent experience,10,1,0
1133,7155,Has relevent experience,15,5,0
1134,6482,Has relevent experience,6,1,0
1135,21474,Has relevent experience,13,5,0
1136,628,Has relevent experience,8,5,1
1137,28931,No relevent experience,16,1,0
1138,24975,No relevent experience,2,0,0
1139,14107,Has relevent experience,20,2,0
1140,1471,Has relevent experience,11,5,0
1141,24191,No relevent experience,20,4,0
1142,18127,Has relevent experience,7,1,1
1143,15336,No relevent experience,2,2,0
1144,1742,Has relevent experience,9,1,0
1145,21691,No relevent experience,3,0,0
